ts,trip_1,rating_1,trip_2,rating_2,trip_3,rating_3,trip_4,rating_4,trip_5,rating_5
2015-04-14 02:00,0xbc56a_10-04-15 12:xx - 16-04-15 10:05,1235,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,234.1,0x6d679_14-04-15 2:xx - 14-04-15 8:32,0.08768,0xec4e1_13-04-15 14:xx - 14-04-15 10:05_parking,0.08481,0xccfc6_11-04-15 10:xx - 24-04-15 8:12_parking,0.007525
2015-04-14 04:00,0xbc56a_10-04-15 12:xx - 16-04-15 10:05,1267,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,279.6,0x6d679_14-04-15 2:xx - 14-04-15 8:32,0.09141,0xec4e1_13-04-15 14:xx - 14-04-15 10:05_parking,0.08030,0xccfc6_11-04-15 10:xx - 24-04-15 8:12_parking,0.009742
2015-04-14 06:00,0xbc56a_10-04-15 12:xx - 16-04-15 10:05,1276,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,323.9,0xec4e1_13-04-15 14:xx - 14-04-15 10:05_parking,0.07720,0x6d679_14-04-15 2:xx - 14-04-15 8:32,0.05834,0xccfc6_11-04-15 10:xx - 24-04-15 8:12_parking,0.01059
2015-04-14 08:00,0xbc56a_10-04-15 12:xx - 16-04-15 10:05,1302,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,366.3,0xec4e1_13-04-15 14:xx - 14-04-15 10:05_parking,0.09648,0x6d679_14-04-15 2:xx - 14-04-15 8:32,0.08128,0x6d679_14-04-15 8:xx - 14-04-15 13:08_parking,0.07185
2015-04-14 10:00,0xbc56a_10-04-15 12:xx - 16-04-15 10:05,1333,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,408.6,0xec4e1_14-04-15 10:xx - 14-04-15 11:34,16.68,0xec4e1_14-04-15 11:xx - 14-04-15 11:44,0.6195,0x6d679_14-04-15 8:xx - 14-04-15 13:08_parking,0.2729
2015-04-14 12:00,0xbc56a_10-04-15 12:xx - 16-04-15 10:05,1364,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,451.2,0xc35c9_13-04-15 21:xx - 21-04-15 22:54,0.3101,0x6d679_14-04-15 13:xx - 15-04-15 1:15,0.07283,0x6d679_14-04-15 8:xx - 14-04-15 13:08_parking,0.03540
2015-04-14 14:00,0xbc56a_10-04-15 12:xx - 16-04-15 10:05,1397,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,497.4,0x6d679_14-04-15 13:xx - 15-04-15 1:15,0.04970,0xf9f91_13-04-15 13:xx - 16-04-15 20:06_parking,0.003392,0xccfc6_11-04-15 10:xx - 24-04-15 8:12_parking,0.001310
2015-04-14 16:00,0xbc56a_10-04-15 12:xx - 16-04-15 10:05,1424,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,541.9,0x6d679_14-04-15 13:xx - 15-04-15 1:15,0.1257,0xccfc6_11-04-15 10:xx - 24-04-15 8:12_parking,0.004979,0xf9f91_13-04-15 13:xx - 16-04-15 20:06_parking,0.002489
2015-04-14 18:00,0xbc56a_10-04-15 12:xx - 16-04-15 10:05,1458,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,573.1,0x6d679_14-04-15 13:xx - 15-04-15 1:15,0.1780,0xf85dc_14-04-15 1:xx - 29-04-15 19:43_parking,0.02724,0xccfc6_11-04-15 10:xx - 24-04-15 8:12_parking,0.005187
2015-04-14 20:00,0xbc56a_10-04-15 12:xx - 16-04-15 10:05,1490,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,635.5,0x3c524_14-04-15 20:xx - 18-04-15 2:26,35.81,0x6d679_14-04-15 13:xx - 15-04-15 1:15,0.4005,0xf9f91_13-04-15 13:xx - 16-04-15 20:06_parking,0.004978
2015-04-14 22:00,0xbc56a_10-04-15 12:xx - 16-04-15 10:05,1521,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,683.5,0x3c524_14-04-15 20:xx - 18-04-15 2:26,47.42,0xa3196_14-04-15 23:xx - 15-04-15 12:48,16.66,0x6d679_14-04-15 13:xx - 15-04-15 1:15,0.4600
2015-04-15 00:00,0xbc56a_10-04-15 12:xx - 16-04-15 10:05,1549,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,730.3,0xa3196_14-04-15 23:xx - 15-04-15 12:48,70.18,0x3c524_14-04-15 20:xx - 18-04-15 2:26,53.23,0x6d679_14-04-15 13:xx - 15-04-15 1:15,0.4395
2015-04-15 02:00,0xbc56a_10-04-15 12:xx - 16-04-15 10:05,1577,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,776.1,0xa3196_14-04-15 23:xx - 15-04-15 12:48,124.3,0x3c524_14-04-15 20:xx - 18-04-15 2:26,56.91,0x7086e_15-04-15 3:xx - 22-04-15 17:15,3.701
2015-04-15 04:00,0xbc56a_10-04-15 12:xx - 16-04-15 10:05,1598,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,817.5,0xa3196_14-04-15 23:xx - 15-04-15 12:48,136.9,0x3c524_14-04-15 20:xx - 18-04-15 2:26,59.55,0x7086e_15-04-15 3:xx - 22-04-15 17:15,17.76
2015-04-15 06:00,0xbc56a_10-04-15 12:xx - 16-04-15 10:05,1629,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,852.4,0xa3196_14-04-15 23:xx - 15-04-15 12:48,137.0,0x3c524_14-04-15 20:xx - 18-04-15 2:26,62.59,0x6d679_15-04-15 6:xx - 16-04-15 7:25_parking,0.02412
2015-04-15 08:00,0xbc56a_10-04-15 12:xx - 16-04-15 10:05,1657,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,880.7,0xa3196_14-04-15 23:xx - 15-04-15 12:48,137.0,0x7086e_15-04-15 3:xx - 22-04-15 17:15,82.95,0x3c524_14-04-15 20:xx - 18-04-15 2:26,65.52
2015-04-15 10:00,0xbc56a_10-04-15 12:xx - 16-04-15 10:05,1684,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,904.9,0xa3196_14-04-15 23:xx - 15-04-15 12:48,137.0,0x7086e_15-04-15 3:xx - 22-04-15 17:15,84.27,0x3c524_14-04-15 20:xx - 18-04-15 2:26,68.64
2015-04-15 12:00,0xbc56a_10-04-15 12:xx - 16-04-15 10:05,1713,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,928.0,0x574e3_12-04-15 13:xx - 15-04-15 14:24,799.6,0xa3196_14-04-15 23:xx - 15-04-15 12:48,137.1,0x7086e_15-04-15 3:xx - 22-04-15 17:15,86.59
2015-04-15 14:00,0xbc56a_10-04-15 12:xx - 16-04-15 10:05,1735,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,949.9,0x574e3_12-04-15 13:xx - 15-04-15 14:24,800.6,0x3c524_14-04-15 20:xx - 18-04-15 2:26,77.29,0x6d679_15-04-15 6:xx - 16-04-15 7:25_parking,0.3240
2015-04-15 16:00,0xbc56a_10-04-15 12:xx - 16-04-15 10:05,1757,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,972.9,0x3c524_14-04-15 20:xx - 18-04-15 2:26,103.1,0x821a6_15-04-15 16:xx - 18-04-15 8:03,11.08,0xd4517_15-04-15 17:xx - 23-04-15 5:52,7.202
2015-04-15 18:00,0xbc56a_10-04-15 12:xx - 16-04-15 10:05,1783,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,996.6,0x3c524_14-04-15 20:xx - 18-04-15 2:26,140.2,0x821a6_15-04-15 16:xx - 18-04-15 8:03,53.69,0xd4517_15-04-15 17:xx - 23-04-15 5:52,35.48
2015-04-15 20:00,0xbc56a_10-04-15 12:xx - 16-04-15 10:05,1809,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,1017,0x3c524_14-04-15 20:xx - 18-04-15 2:26,173.8,0x821a6_15-04-15 16:xx - 18-04-15 8:03,87.73,0xd4517_15-04-15 17:xx - 23-04-15 5:52,66.46
2015-04-15 22:00,0xbc56a_10-04-15 12:xx - 16-04-15 10:05,1838,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,1046,0x821a6_15-04-15 16:xx - 18-04-15 8:03,122.6,0xd4517_15-04-15 17:xx - 23-04-15 5:52,100.7,0x7086e_15-04-15 3:xx - 22-04-15 17:15,97.32
2015-04-16 00:00,0xbc56a_10-04-15 12:xx - 16-04-15 10:05,1862,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,1070,0x3c524_14-04-15 20:xx - 18-04-15 2:26,271.7,0x821a6_15-04-15 16:xx - 18-04-15 8:03,144.8,0xd4517_15-04-15 17:xx - 23-04-15 5:52,133.6
2015-04-16 02:00,0xbc56a_10-04-15 12:xx - 16-04-15 10:05,1893,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,1086,0x3c524_14-04-15 20:xx - 18-04-15 2:26,320.7,0xd4517_15-04-15 17:xx - 23-04-15 5:52,167.7,0x0e26c_15-04-15 3:xx - 16-04-15 23:04,53.19
2015-04-16 04:00,0xbc56a_10-04-15 12:xx - 16-04-15 10:05,1893,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,1108,0x3c524_14-04-15 20:xx - 18-04-15 2:26,361.1,0xd4517_15-04-15 17:xx - 23-04-15 5:52,200.3,0x0e26c_15-04-15 3:xx - 16-04-15 23:04,61.07
2015-04-16 06:00,0xbc56a_10-04-15 12:xx - 16-04-15 10:05,1916,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,1088,0x3c524_14-04-15 20:xx - 18-04-15 2:26,398.4,0xd4517_15-04-15 17:xx - 23-04-15 5:52,232.7,0x0e26c_15-04-15 3:xx - 16-04-15 23:04,68.27
2015-04-16 06:00,0xbc56a_10-04-15 12:xx - 16-04-15 10:05,1916,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,1088,0x3c524_14-04-15 20:xx - 18-04-15 2:26,398.4,0xd4517_15-04-15 17:xx - 23-04-15 5:52,232.7,0x0e26c_15-04-15 3:xx - 16-04-15 23:04,68.27
2015-04-16 06:00,0xbc56a_10-04-15 12:xx - 16-04-15 10:05,1916,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,1088,0x3c524_14-04-15 20:xx - 18-04-15 2:26,398.4,0xd4517_15-04-15 17:xx - 23-04-15 5:52,232.7,0x0e26c_15-04-15 3:xx - 16-04-15 23:04,68.27
2015-04-16 08:00,0xbc56a_10-04-15 12:xx - 16-04-15 10:05,1947,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,1072,0x821a6_15-04-15 16:xx - 18-04-15 8:03,270.3,0xd4517_15-04-15 17:xx - 23-04-15 5:52,265.9,0x0e26c_15-04-15 3:xx - 16-04-15 23:04,66.69
2015-04-16 10:00,0xbc56a_10-04-15 12:xx - 16-04-15 10:05,1948,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,1069,0x3c524_14-04-15 20:xx - 18-04-15 2:26,495.4,0xd4517_15-04-15 17:xx - 23-04-15 5:52,299.5,0x821a6_15-04-15 16:xx - 18-04-15 8:03,291.0
2015-04-16 12:00,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,1070,0x3c524_14-04-15 20:xx - 18-04-15 2:26,506.9,0xd4517_15-04-15 17:xx - 23-04-15 5:52,331.9,0x821a6_15-04-15 16:xx - 18-04-15 8:03,317.4,0x0e26c_15-04-15 3:xx - 16-04-15 23:04,52.12
2015-04-16 14:00,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,1078,0x3c524_14-04-15 20:xx - 18-04-15 2:26,597.1,0xd4517_15-04-15 17:xx - 23-04-15 5:52,364.6,0xbc56a_16-04-15 10:xx - 18-04-15 12:58,70.42,0x5fee3_15-04-15 20:xx - 18-04-15 6:34_parking,0.3775
2015-04-16 16:00,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,1067,0x3c524_14-04-15 20:xx - 18-04-15 2:26,637.0,0x821a6_15-04-15 16:xx - 18-04-15 8:03,406.9,0xd4517_15-04-15 17:xx - 23-04-15 5:52,398.9,0xbc56a_16-04-15 10:xx - 18-04-15 12:58,91.44
2015-04-16 18:00,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,1049,0x3c524_14-04-15 20:xx - 18-04-15 2:26,669.2,0xd4517_15-04-15 17:xx - 23-04-15 5:52,428.2,0xbc56a_16-04-15 10:xx - 18-04-15 12:58,107.8,0x0e26c_15-04-15 3:xx - 16-04-15 23:04,67.61
2015-04-16 20:00,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,1034,0x3c524_14-04-15 20:xx - 18-04-15 2:26,714.5,0x821a6_15-04-15 16:xx - 18-04-15 8:03,468.0,0xd4517_15-04-15 17:xx - 23-04-15 5:52,435.1,0x3f925_06-04-15 5:xx - 20-04-15 12:47,188.5
2015-04-16 22:00,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,1015,0x821a6_15-04-15 16:xx - 18-04-15 8:03,496.7,0xd4517_15-04-15 17:xx - 23-04-15 5:52,438.4,0xbc56a_16-04-15 10:xx - 18-04-15 12:58,170.4,0x5fee3_15-04-15 20:xx - 18-04-15 6:34_parking,0.4546
2015-04-17 00:00,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,991.0,0x821a6_15-04-15 16:xx - 18-04-15 8:03,532.0,0xd4517_15-04-15 17:xx - 23-04-15 5:52,432.3,0xbc56a_16-04-15 10:xx - 18-04-15 12:58,201.0,0x5fee3_15-04-15 20:xx - 18-04-15 6:34_parking,0.5250
2015-04-17 02:00,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,961.1,0x3c524_14-04-15 20:xx - 18-04-15 2:26,859.2,0x821a6_15-04-15 16:xx - 18-04-15 8:03,553.6,0xd4517_15-04-15 17:xx - 23-04-15 5:52,429.8,0xbc56a_16-04-15 10:xx - 18-04-15 12:58,229.7
2015-04-17 02:00,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,961.1,0x3c524_14-04-15 20:xx - 18-04-15 2:26,859.2,0x821a6_15-04-15 16:xx - 18-04-15 8:03,553.6,0xd4517_15-04-15 17:xx - 23-04-15 5:52,429.8,0xbc56a_16-04-15 10:xx - 18-04-15 12:58,229.7
2015-04-17 04:00,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,930.7,0x3c524_14-04-15 20:xx - 18-04-15 2:26,909.0,0x821a6_15-04-15 16:xx - 18-04-15 8:03,589.5,0xd4517_15-04-15 17:xx - 23-04-15 5:52,432.4,0xbc56a_16-04-15 10:xx - 18-04-15 12:58,253.5
2015-04-17 06:00,0x3c524_14-04-15 20:xx - 18-04-15 2:26,955.2,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,892.1,0x821a6_15-04-15 16:xx - 18-04-15 8:03,614.7,0xd4517_15-04-15 17:xx - 23-04-15 5:52,433.7,0xbc56a_16-04-15 10:xx - 18-04-15 12:58,288.1
2015-04-17 08:00,0x3c524_14-04-15 20:xx - 18-04-15 2:26,1001,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,856.5,0x821a6_15-04-15 16:xx - 18-04-15 8:03,639.3,0xd4517_15-04-15 17:xx - 23-04-15 5:52,438.3,0xbc56a_16-04-15 10:xx - 18-04-15 12:58,305.8
2015-04-17 10:00,0x3c524_14-04-15 20:xx - 18-04-15 2:26,1046,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,829.4,0x821a6_15-04-15 16:xx - 18-04-15 8:03,664.3,0xd4517_15-04-15 17:xx - 23-04-15 5:52,435.5,0xbc56a_16-04-15 10:xx - 18-04-15 12:58,330.0
2015-04-17 12:00,0x3c524_14-04-15 20:xx - 18-04-15 2:26,1091,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,859.9,0x821a6_15-04-15 16:xx - 18-04-15 8:03,687.0,0xbc56a_16-04-15 10:xx - 18-04-15 12:58,334.3,0x6cafd_14-03-15 13:xx - 18-04-15 16:29,23.69
2015-04-17 14:00,0x3c524_14-04-15 20:xx - 18-04-15 2:26,1137,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,870.9,0x821a6_15-04-15 16:xx - 18-04-15 8:03,714.3,0x6cafd_14-03-15 13:xx - 18-04-15 16:29,22.02,0x5fee3_15-04-15 20:xx - 18-04-15 6:34_parking,0.4928
2015-04-17 16:00,0x3c524_14-04-15 20:xx - 18-04-15 2:26,1183,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,861.6,0x821a6_15-04-15 16:xx - 18-04-15 8:03,740.5,0xbc56a_16-04-15 10:xx - 18-04-15 12:58,424.4,0xc35c9_13-04-15 21:xx - 21-04-15 22:54,19.79
2015-04-17 18:00,0x3c524_14-04-15 20:xx - 18-04-15 2:26,1224,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,825.9,0x821a6_15-04-15 16:xx - 18-04-15 8:03,768.3,0xbc56a_16-04-15 10:xx - 18-04-15 12:58,455.4,0xd4517_15-04-15 17:xx - 23-04-15 5:52,430.7
2015-04-17 20:00,0x3c524_14-04-15 20:xx - 18-04-15 2:26,1248,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,833.8,0x821a6_15-04-15 16:xx - 18-04-15 8:03,794.6,0xbc56a_16-04-15 10:xx - 18-04-15 12:58,484.7,0xd4517_15-04-15 17:xx - 23-04-15 5:52,431.0
2015-04-17 22:00,0x3c524_14-04-15 20:xx - 18-04-15 2:26,1242,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,844.7,0x821a6_15-04-15 16:xx - 18-04-15 8:03,819.5,0xbc56a_16-04-15 10:xx - 18-04-15 12:58,511.8,0xd4517_15-04-15 17:xx - 23-04-15 5:52,430.6
2015-04-18 00:00,0x3c524_14-04-15 20:xx - 18-04-15 2:26,1220,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,860.5,0x821a6_15-04-15 16:xx - 18-04-15 8:03,844.4,0xbc56a_16-04-15 10:xx - 18-04-15 12:58,539.8,0xd4517_15-04-15 17:xx - 23-04-15 5:52,431.7
2015-04-18 02:00,0x3c524_14-04-15 20:xx - 18-04-15 2:26,1213,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,886.9,0x821a6_15-04-15 16:xx - 18-04-15 8:03,866.8,0xbc56a_16-04-15 10:xx - 18-04-15 12:58,569.0,0xc35c9_13-04-15 21:xx - 21-04-15 22:54,169.8
2015-04-18 04:00,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,914.2,0x821a6_15-04-15 16:xx - 18-04-15 8:03,878.6,0xbc56a_16-04-15 10:xx - 18-04-15 12:58,590.1,0xd4517_15-04-15 17:xx - 23-04-15 5:52,435.6,0xc35c9_13-04-15 21:xx - 21-04-15 22:54,193.4
2015-04-18 06:00,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,943.2,0xbc56a_16-04-15 10:xx - 18-04-15 12:58,590.1,0xd4517_15-04-15 17:xx - 23-04-15 5:52,432.8,0xc35c9_13-04-15 21:xx - 21-04-15 22:54,201.5,0x43b14_18-04-15 7:xx - 20-04-15 15:32,6.182
2015-04-18 08:00,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,974.1,0x821a6_15-04-15 16:xx - 18-04-15 8:03,879.3,0xbc56a_16-04-15 10:xx - 18-04-15 12:58,590.1,0xd4517_15-04-15 17:xx - 23-04-15 5:52,434.1,0xc35c9_13-04-15 21:xx - 21-04-15 22:54,191.7
2015-04-18 10:00,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,1006,0xbc56a_16-04-15 10:xx - 18-04-15 12:58,590.1,0xd4517_15-04-15 17:xx - 23-04-15 5:52,431.7,0xc35c9_13-04-15 21:xx - 21-04-15 22:54,190.5,0x43b14_18-04-15 7:xx - 20-04-15 15:32,5.955
2015-04-18 12:00,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,1039,0xbc56a_16-04-15 10:xx - 18-04-15 12:58,590.1,0xd4517_15-04-15 17:xx - 23-04-15 5:52,434.4,0xc35c9_13-04-15 21:xx - 21-04-15 22:54,198.9,0x0e26c_17-04-15 4:xx - 21-04-15 2:45,85.50
2015-04-18 14:00,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,1075,0xd4517_15-04-15 17:xx - 23-04-15 5:52,435.5,0xc35c9_13-04-15 21:xx - 21-04-15 22:54,195.0,0x0e26c_17-04-15 4:xx - 21-04-15 2:45,78.83,0x43b14_18-04-15 7:xx - 20-04-15 15:32,5.990
2015-04-18 16:00,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,1115,0xd4517_15-04-15 17:xx - 23-04-15 5:52,436.1,0xc35c9_13-04-15 21:xx - 21-04-15 22:54,187.2,0x0e26c_17-04-15 4:xx - 21-04-15 2:45,72.48,0x347cf_18-04-15 6:xx - 23-04-15 1:58,27.56
2015-04-18 18:00,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,1154,0xd4517_15-04-15 17:xx - 23-04-15 5:52,442.0,0xc35c9_13-04-15 21:xx - 21-04-15 22:54,185.9,0x0e26c_17-04-15 4:xx - 21-04-15 2:45,71.56,0x347cf_18-04-15 6:xx - 23-04-15 1:58,58.04
2015-04-18 20:00,0xd1e34_13-04-15 16:xx - 18-04-15 20:59,1169,0xd4517_15-04-15 17:xx - 23-04-15 5:52,439.0,0xc35c9_13-04-15 21:xx - 21-04-15 22:54,188.9,0x347cf_18-04-15 6:xx - 23-04-15 1:58,87.97,0x43b14_18-04-15 7:xx - 20-04-15 15:32,6.090
2015-04-18 22:00,0xd4517_15-04-15 17:xx - 23-04-15 5:52,436.5,0xc49c8_11-04-15 18:xx - 20-04-15 4:02,358.1,0xc35c9_13-04-15 21:xx - 21-04-15 22:54,192.9,0x347cf_18-04-15 6:xx - 23-04-15 1:58,104.3,0x43b14_18-04-15 7:xx - 20-04-15 15:32,6.111
2015-04-19 00:00,0xd4517_15-04-15 17:xx - 23-04-15 5:52,436.8,0xc49c8_11-04-15 18:xx - 20-04-15 4:02,331.8,0xc35c9_13-04-15 21:xx - 21-04-15 22:54,191.4,0x0e26c_17-04-15 4:xx - 21-04-15 2:45,44.73,0xe2fda_18-04-15 23:xx - 27-04-15 15:02,40.50
2015-04-19 02:00,0xd4517_15-04-15 17:xx - 23-04-15 5:52,435.6,0xc49c8_11-04-15 18:xx - 20-04-15 4:02,316.4,0xc35c9_13-04-15 21:xx - 21-04-15 22:54,187.5,0xe2fda_18-04-15 23:xx - 27-04-15 15:02,70.95,0x0e26c_17-04-15 4:xx - 21-04-15 2:45,55.78
2015-04-19 04:00,0xd4517_15-04-15 17:xx - 23-04-15 5:52,437.0,0xc49c8_11-04-15 18:xx - 20-04-15 4:02,262.6,0xe2fda_18-04-15 23:xx - 27-04-15 15:02,104.7,0x0e26c_17-04-15 4:xx - 21-04-15 2:45,63.05,0x1fe6a_19-04-15 4:xx - 20-04-15 3:43,25.39
2015-04-19 06:00,0xd4517_15-04-15 17:xx - 23-04-15 5:52,432.6,0xc49c8_11-04-15 18:xx - 20-04-15 4:02,231.3,0xc35c9_13-04-15 21:xx - 21-04-15 22:54,185.6,0xe2fda_18-04-15 23:xx - 27-04-15 15:02,137.9,0x0e26c_17-04-15 4:xx - 21-04-15 2:45,66.02
2015-04-19 08:00,0xd4517_15-04-15 17:xx - 23-04-15 5:52,435.0,0xc49c8_11-04-15 18:xx - 20-04-15 4:02,202.5,0xc35c9_13-04-15 21:xx - 21-04-15 22:54,184.3,0xe2fda_18-04-15 23:xx - 27-04-15 15:02,156.0,0x1fe6a_19-04-15 4:xx - 20-04-15 3:43,95.76
2015-04-19 10:00,0xd4517_15-04-15 17:xx - 23-04-15 5:52,438.9,0xc35c9_13-04-15 21:xx - 21-04-15 22:54,185.9,0xc49c8_11-04-15 18:xx - 20-04-15 4:02,177.2,0x1fe6a_19-04-15 4:xx - 20-04-15 3:43,136.1,0x43b14_18-04-15 7:xx - 20-04-15 15:32,6.271
2015-04-19 12:00,0xd4517_15-04-15 17:xx - 23-04-15 5:52,433.1,0xc35c9_13-04-15 21:xx - 21-04-15 22:54,184.4,0x1fe6a_19-04-15 4:xx - 20-04-15 3:43,179.5,0xc49c8_11-04-15 18:xx - 20-04-15 4:02,150.2,0x43b14_18-04-15 7:xx - 20-04-15 15:32,6.305
2015-04-19 14:00,0xd4517_15-04-15 17:xx - 23-04-15 5:52,438.2,0x1fe6a_19-04-15 4:xx - 20-04-15 3:43,220.6,0xc35c9_13-04-15 21:xx - 21-04-15 22:54,184.6,0xc49c8_11-04-15 18:xx - 20-04-15 4:02,122.8,0x43b14_18-04-15 7:xx - 20-04-15 15:32,6.333
2015-04-19 16:00,0xd4517_15-04-15 17:xx - 23-04-15 5:52,435.5,0xe2fda_18-04-15 23:xx - 27-04-15 15:02,286.7,0x1fe6a_19-04-15 4:xx - 20-04-15 3:43,259.7,0xc49c8_11-04-15 18:xx - 20-04-15 4:02,99.99,0x43b14_18-04-15 7:xx - 20-04-15 15:32,6.384
2015-04-19 18:00,0xd4517_15-04-15 17:xx - 23-04-15 5:52,435.3,0xe2fda_18-04-15 23:xx - 27-04-15 15:02,314.9,0x1fe6a_19-04-15 4:xx - 20-04-15 3:43,300.9,0x43b14_18-04-15 7:xx - 20-04-15 15:32,6.349,0x5fee3_18-04-15 7:xx - 25-04-15 15:29_parking,0.5306
2015-04-19 20:00,0xd4517_15-04-15 17:xx - 23-04-15 5:52,438.0,0x1fe6a_19-04-15 4:xx - 20-04-15 3:43,339.4,0xc35c9_13-04-15 21:xx - 21-04-15 22:54,194.2,0xc49c8_11-04-15 18:xx - 20-04-15 4:02,44.62,0x43b14_18-04-15 7:xx - 20-04-15 15:32,6.321
2015-04-19 22:00,0xd4517_15-04-15 17:xx - 23-04-15 5:52,439.0,0x1fe6a_19-04-15 4:xx - 20-04-15 3:43,378.2,0xc35c9_13-04-15 21:xx - 21-04-15 22:54,199.0,0xc49c8_11-04-15 18:xx - 20-04-15 4:02,24.69,0x43b14_18-04-15 7:xx - 20-04-15 15:32,6.360
2015-04-19 22:00,0xd4517_15-04-15 17:xx - 23-04-15 5:52,439.0,0x1fe6a_19-04-15 4:xx - 20-04-15 3:43,378.2,0xc35c9_13-04-15 21:xx - 21-04-15 22:54,199.0,0xc49c8_11-04-15 18:xx - 20-04-15 4:02,24.69,0x43b14_18-04-15 7:xx - 20-04-15 15:32,6.360
2015-04-20 00:00,0xd4517_15-04-15 17:xx - 23-04-15 5:52,439.5,0x1fe6a_19-04-15 4:xx - 20-04-15 3:43,415.9,0xb633e_20-04-15 0:xx - 22-04-15 11:49,20.27,0xc49c8_11-04-15 18:xx - 20-04-15 4:02,10.19,0x43b14_18-04-15 7:xx - 20-04-15 15:32,6.337
2015-04-20 02:00,0xe2fda_18-04-15 23:xx - 27-04-15 15:02,451.6,0x1fe6a_19-04-15 4:xx - 20-04-15 3:43,447.2,0xd4517_15-04-15 17:xx - 23-04-15 5:52,438.8,0xb633e_20-04-15 0:xx - 22-04-15 11:49,33.21,0x53db5_16-04-15 12:xx - 21-04-15 22:53,16.70
2015-04-20 04:00,0xe2fda_18-04-15 23:xx - 27-04-15 15:02,482.7,0xd4517_15-04-15 17:xx - 23-04-15 5:52,433.8,0xe4728_13-04-15 19:xx - 22-04-15 12:39,23.59,0x43b14_18-04-15 7:xx - 20-04-15 15:32,6.369,0xc49c8_11-04-15 18:xx - 20-04-15 4:02,2.538
2015-04-20 06:00,0xe2fda_18-04-15 23:xx - 27-04-15 15:02,515.3,0x43b14_18-04-15 7:xx - 20-04-15 15:32,6.292,0x574e3_20-04-15 6:xx - 20-04-15 10:29,1.141,0x6d679_20-04-15 4:xx - 20-04-15 18:28_parking,0.2942,0x3c524_18-04-15 3:xx - 21-04-15 13:39_parking,0.2817
